<BondForcePoints> 			
  0.12621463E+02  0.41591068E+01  0.52516960E+02  0.69434783E+03  0.11793429E+02  0.31074968E+01  0.38906561E+01  0.99621224E+02  0.96378964E+01  0.56052135E+00  0.31300179E+02 -0.12118535E+04  0.92653349E+01  0.99385555E-01 -0.71192780E+02  0.22924295E+04  0.10229982E+02 -0.18352699E+00 -0.28332035E+02  0.93992188E+03  0.12767982E+02  0.68824440E+01 -0.66462809E+02  0.10786694E+04  			
  0.12683399E+02  0.58079430E+01  0.78693257E+02 -0.10781223E+04  0.11833291E+02  0.32524743E+01  0.76462879E+01 -0.40820364E+03  0.96474780E+01  0.77307593E+00 -0.14385624E+02  0.71201818E+03  0.92598906E+01 -0.60386627E+00  0.15229780E+02 -0.11395868E+04  0.10225067E+02 -0.45030915E+00  0.71021861E+01 -0.10248033E+04  0.12846115E+02  0.57230614E+01 -0.25797929E+02  0.85304875E+03  			
  0.12766671E+02  0.72749696E+01  0.38049004E+02 -0.88103077E+03  0.11874560E+02  0.32512636E+01 -0.77426273E+01 -0.24445464E+02  0.96563340E+01  0.74883799E+00  0.12456830E+02 -0.15877324E+04  0.92524458E+01 -0.76096915E+00 -0.27731630E+02  0.23366275E+04  0.10218496E+02 -0.75730312E+00 -0.31531990E+02  0.93697921E+03  0.12915652E+02  0.54788129E+01  0.63612521E+01  0.14305874E+04  			
  0.12862351E+02  0.78138649E+01  0.48349252E+01 -0.52523492E+03  0.11914146E+02  0.30450894E+01 -0.86641996E+01  0.31405854E+03  0.96645606E+01  0.30973831E+00 -0.47399271E+02  0.19377513E+04  0.92431408E+01 -0.35098474E+00  0.60357152E+02 -0.20713212E+04  0.10205859E+02 -0.11059030E+01  0.37912950E+01  0.32549474E+03  0.12988344E+02  0.63164166E+01  0.60293128E+02 -0.62501327E+04  			
  0.12960264E+02  0.76865545E+01 -0.14965965E+02 -0.92121785E+03  0.11951666E+02  0.29761167E+01  0.31755286E+01 -0.22770763E+03  0.96648132E+01  0.36456970E-01  0.25652234E+02 -0.10155898E+04  0.92441511E+01  0.18468614E+00 -0.17729819E+02  0.26212498E+04  0.10193207E+02 -0.85641713E+00  0.16062158E+02 -0.35201311E+03  0.13064837E+02  0.48708039E+01 -0.17533133E+03  0.71611983E+04  			
  0.13052665E+02  0.68740001E+01 -0.49695061E+02 -0.83050177E+03  0.11989115E+02  0.29480520E+01 -0.54088471E+01 -0.13457074E+03  0.96673068E+01  0.20004138E+00 -0.12634601E+02  0.56696914E+03  0.92488737E+01  0.98088080E+00  0.81088975E+02 -0.30781087E+04  0.10184282E+02 -0.61949411E+00  0.27915762E+01  0.71082547E+03  0.13112568E+02  0.38568003E+01  0.94639495E+02 -0.42201876E+04  			
  0.13129551E+02  0.52315842E+01 -0.81004241E+02 -0.11654751E+03  0.12025040E+02  0.27483611E+01 -0.10482045E+02  0.30536590E+03  0.96689505E+01  0.15109577E+00  0.87396328E+01  0.21847986E+03  0.92678967E+01  0.15606427E+01 -0.34952992E+02  0.32040537E+04  0.10178349E+02 -0.21258695E+00  0.29589066E+02 -0.10084004E+04  0.13167605E+02  0.42360743E+01 -0.64457835E+02  0.28788713E+04  			
  0.13182270E+02  0.31405122E+01 -0.85397979E+02  0.11067851E+04  0.12058528E+02  0.26295830E+01  0.10299787E+01  0.18386566E+03  0.96726629E+01  0.47424958E+00  0.16976130E+02 -0.38630043E+03  0.92883469E+01  0.22000699E+01  0.85836989E+02 -0.47358833E+04  0.10178349E+02  0.53346726E-01 -0.84267367E+01  0.15093077E+03  0.13216371E+02  0.39799116E+01  0.44073058E+02 -0.31921010E+04  			
  0.13210445E+02  0.15185563E+01 -0.43673161E+02  0.25928894E+03  0.12092100E+02  0.27425739E+01  0.79615510E+01 -0.40788063E+02  0.96805367E+01  0.71789990E+00  0.24129461E+01 -0.72992704E+03  0.93201507E+01  0.21138065E+01 -0.92701610E+02  0.22379228E+04  0.10177988E+02 -0.86938173E-01 -0.27367805E+01 -0.21757004E+03  0.13267009E+02  0.35753592E+01 -0.76266318E+02  0.30811763E+04  			
  0.13223146E+02  0.54376586E+00 -0.33898198E+02  0.11450811E+04  0.12127740E+02  0.29233465E+01  0.64238772E+01  0.31667399E+03  0.96884907E+01  0.43274745E+00 -0.25104656E+02  0.61701087E+03  0.93365157E+01  0.84415673E+00 -0.83339042E+01 -0.20554472E+03  0.10176032E+02 -0.25879283E+00 -0.10938978E+02  0.13597794E+04  0.13306009E+02  0.31182571E+01  0.39891295E+02 -0.54900325E+04  			
  0.13226899E+02  0.23428311E+00  0.92703443E+01  0.72020761E+03  0.12166119E+02  0.32348176E+01  0.18362206E+02 -0.16158975E+01  0.96911888E+01  0.94101986E-01 -0.18438934E+01  0.24378195E+03  0.93453998E+01  0.53732789E+00 -0.16082758E+02  0.75225500E+02  0.10173751E+02  0.11046394E+00  0.40323497E+02 -0.29689310E+04  0.13340599E+02  0.15199811E+01 -0.16707806E+03  0.99614209E+04  			
  0.13232736E+02  0.80846418E+00  0.36421532E+02  0.14207736E+04  0.12209665E+02  0.36955447E+01  0.18301288E+02  0.45359553E+02  0.96925639E+01  0.16324941E+00  0.73464701E+01 -0.34764387E+03  0.93497616E+01  0.16876150E+00 -0.13246823E+02  0.47436276E+03  0.10175615E+02 -0.28260043E+00 -0.71602566E+02  0.39742655E+04  0.13353084E+02  0.20399852E+01  0.20845867E+03 -0.92960511E+04  			
  0.13251466E+02  0.23969159E+01  0.89983435E+02 -0.15505802E+04  0.12259085E+02  0.41769949E+01  0.20011303E+02 -0.33538417E+03  0.96950856E+01  0.18319317E+00 -0.57593956E+01  0.78063411E+02  0.93507318E+01  0.60557609E-01  0.46362318E+01  0.26781821E+03  0.10168643E+02 -0.19939657E+00  0.78223719E+02 -0.28206513E+04  0.13393190E+02  0.28752024E+01 -0.14199420E+03  0.42865013E+04  			
  0.13292719E+02  0.39238729E+01  0.31527937E+02  0.17530021E+03  0.12314069E+02  0.45210485E+01  0.73676170E+01 -0.69534732E+02  0.96966331E+01  0.75425612E-01 -0.28164742E+01  0.12495808E+04  0.93527564E+01  0.30395530E+00  0.14732741E+02  0.98780028E+03  0.10172893E+02  0.43032170E+00 -0.28112332E+02  0.98485128E+03  0.13415404E+02  0.13371902E+01  0.19603092E+02 -0.77694064E+03  			
  0.13347355E+02  0.47993033E+01  0.38136599E+02 -0.12820200E+04  0.12371907E+02  0.46732755E+01  0.47462193E+01 -0.43298391E+03  0.96996158E+01  0.59661759E+00  0.44291613E+02 -0.12499691E+04  0.93608627E+01  0.11421910E+01  0.51971935E+02 -0.29603825E+04  0.10175815E+02  0.19034618E+00  0.90156876E+01 -0.10419831E+04  0.13433762E+02  0.14618010E+01 -0.96868806E+01  0.29365793E+04  			
  0.13411143E+02  0.51504351E+01 -0.10194418E+02 -0.63330481E+03  0.12430524E+02  0.45874388E+01 -0.11576890E+02  0.13473625E+03  0.97116269E+01  0.11176256E+01 -0.28311118E+01  0.38652294E+03  0.93775484E+01  0.10459335E+01 -0.59631860E+02  0.27503716E+04  0.10177563E+02 -0.76695014E-01 -0.30266150E+02  0.27325578E+04  0.13456429E+02  0.26095213E+01  0.10101956E+03 -0.68277949E+04  			
  0.13472998E+02  0.45941989E+01 -0.34069448E+02 -0.14354783E+04  0.12486611E+02  0.43603099E+01 -0.64974531E+01 -0.53224096E+03  0.97259914E+01  0.12295838E+01  0.11740460E+02 -0.70017946E+03  0.93867331E+01  0.85018526E+00  0.44054707E+02 -0.30691853E+04  0.10177243E+02  0.45715839E+00  0.72748853E+02 -0.39910395E+04  0.13491625E+02  0.19138131E+01 -0.15638226E+03  0.98831046E+04  			
  0.13522502E+02  0.30578953E+01 -0.88185708E+02  0.12901638E+04  0.12539322E+02  0.39448667E+01 -0.26562465E+02  0.23254012E+03  0.97419073E+01  0.11929500E+01 -0.14655684E+02  0.18606372E+04  0.93982832E+01  0.50340184E+00 -0.71650854E+02  0.29907514E+04  0.10186556E+02  0.39481733E+00 -0.77709797E+02  0.31079582E+04  0.13510591E+02  0.26655304E+01  0.21620202E+03 -0.72207635E+04  			
  0.13549563E+02  0.14527502E+01 -0.39547675E+02 -0.21996820E+02  0.12585161E+02  0.33874429E+01 -0.17795909E+02 -0.18983028E+03  0.97582763E+01  0.17060727E+01  0.55488686E+02 -0.35725439E+04  0.93992293E+01  0.11946109E+00  0.41097821E+02 -0.33441009E+04  0.10185413E+02 -0.85875567E-01  0.39457472E+02 -0.20688184E+04  0.13563900E+02  0.46785080E+01 -0.56014360E+02  0.31184986E+04  			
  0.13561530E+02  0.44838793E+00 -0.40376936E+02  0.84437093E+03  0.12624542E+02  0.28502525E+01 -0.24952342E+02  0.32071204E+03  0.97813885E+01  0.14081948E+01 -0.79193049E+02  0.33685655E+04  0.94005844E+01 -0.43187578E+00 -0.84971815E+02  0.36338636E+04  0.10186459E+02 -0.74285257E-01 -0.38535145E+02  0.16136360E+04  0.13620035E+02  0.47480743E+01  0.61550269E+02 -0.39501477E+04  			
  0.13562465E+02 -0.16638202E+00 -0.85449010E+01  0.37799757E+03  0.12657056E+02  0.23750662E+01 -0.12861783E+02 -0.24651898E+03  0.97932633E+01  0.10136841E+01  0.47798882E+02 -0.38853130E+04  0.93889501E+01 -0.84594016E+00  0.52021620E+02 -0.19041090E+04  0.10182643E+02 -0.27833352E+00  0.22297500E+02 -0.43897661E+04  0.13681582E+02  0.44236542E+01 -0.87366793E+02  0.44898413E+04  			
  0.13559774E+02 -0.20206585E+00  0.57052719E+01  0.50032010E+03  0.12684381E+02  0.19350282E+01 -0.22155329E+02  0.53404542E+03  0.98058397E+01  0.37436886E+00 -0.98673971E+02  0.30672675E+04  0.93827561E+01 -0.44054878E+00 -0.19761600E+02  0.65314470E+03  0.10173955E+02 -0.17975486E+01 -0.14319279E+03  0.58480500E+04  0.13732284E+02  0.43549092E+01  0.81896240E+02 -0.96575261E+04  			
  0.13559129E+02  0.17834544E+00  0.24566896E+02 -0.74486836E+03  0.12706259E+02  0.16312032E+01 -0.20222908E+01 -0.65346422E+02  0.98010489E+01 -0.65248814E+00  0.16959291E+02 -0.23855342E+04  0.93753955E+01 -0.62779054E+00  0.48613753E+01  0.39056461E+03  0.10140359E+02 -0.26259147E+01  0.77273509E+02 -0.24583298E+04  0.13780778E+02  0.18380199E+01 -0.28218393E+03  0.10781742E+05  			
  0.13563771E+02  0.44290418E+00 -0.35139808E+01 -0.34520339E+03  0.12726308E+02  0.15494202E+01 -0.44857930E+01  0.12937675E+03  0.97907937E+01 -0.13563801E+01 -0.72973233E+02  0.35899041E+04  0.93690492E+01 -0.32058436E+00  0.19585315E+02  0.99684811E+03  0.10114685E+02 -0.18484312E+01 -0.15403343E+02  0.18094234E+04  0.13780709E+02 -0.14628236E+00  0.12427818E+03 -0.24883896E+04  			
  0.13568097E+02  0.19105119E+00 -0.16527842E+02 -0.20370529E+03  0.12745327E+02  0.14979710E+01  0.39159566E+00 -0.27841616E+03  0.97693493E+01 -0.14897126E+01  0.62362968E+02 -0.34707078E+04  0.93700915E+01  0.64389615E+00  0.57165604E+02 -0.18263386E+04  0.10092615E+02 -0.13783613E+01  0.52810315E+02 -0.11569951E+04  0.13793558E+02  0.17983168E+01  0.30468097E+02 -0.98980612E+03  			
  0.13567484E+02 -0.32084236E+00 -0.24207351E+02  0.13978123E+03  0.12763660E+02  0.13759157E+01 -0.10104447E+02  0.26506688E+03  0.97535897E+01 -0.15665770E+01 -0.68479636E+02  0.49492762E+04  0.93835860E+01  0.12154130E+01 -0.11685741E+02  0.11648638E+04  0.10081338E+02 -0.59920933E+00  0.91926278E+01  0.37256642E+04  0.13819004E+02  0.20951518E+01 -0.68467152E+01 -0.24154554E+03  			
  0.13559907E+02 -0.86301936E+00 -0.18937723E+02  0.33753770E+03  0.12779881E+02  0.12475363E+01 -0.11166065E+00 -0.36163231E+03  0.97329110E+01 -0.94298271E+00  0.11810369E+03 -0.39319561E+04  0.93993256E+01  0.14735620E+01  0.32228589E+02 -0.49165355E+02  0.10082653E+02  0.13968267E+01  0.14964686E+03 -0.56847296E+04  0.13843772E+02  0.18086451E+01 -0.15952768E+02  0.57298784E+04  			
  0.13546741E+02 -0.11790708E+01 -0.62128507E+01  0.62328481E+03  0.12794823E+02  0.10734099E+01 -0.13744878E+02 -0.19031033E+03  0.97319087E+01  0.16255783E+00 -0.30127570E+02  0.17458595E+04  0.94228346E+01  0.22602632E+01  0.30375099E+02 -0.22005755E+04  0.10112556E+02  0.24647730E+01 -0.64662397E+02  0.19802413E+04  0.13875351E+02  0.41221868E+01  0.20005857E+03 -0.86491175E+04  			
  0.13532180E+02 -0.10399412E+01  0.17284434E+02  0.40985826E+03  0.12805763E+02  0.63780565E+00 -0.20919409E+02  0.15919826E+03  0.97326584E+01  0.23245465E+00  0.35689783E+02 -0.15201066E+04  0.94516678E+01  0.19811698E+01 -0.52584644E+02  0.12384117E+03  0.10137248E+02  0.17777512E+01  0.99909427E+01 -0.12058908E+04  0.13941581E+02  0.50527652E+01 -0.12600549E+03 -0.34013814E+04  			
  0.13522655E+02 -0.41136928E+00  0.32735727E+02  0.00000000E+00  0.12810791E+02  0.18746230E+00 -0.14917775E+02 -0.70678991E-13  0.97381989E+01  0.40929987E+00 -0.21616888E+02  0.10415044E+04  0.94685058E+01  0.71824217E+00 -0.47915942E+02  0.16587443E+04  0.10158773E+02  0.14575711E+01 -0.35470071E+02 -0.11810834E+04  0.13978428E+02  0.27452781E+00 -0.25423455E+03  0.13282563E+05  			
  0.13522655E+02  0.41136928E+00  0.32735727E+02 -0.40985826E+03  0.12810791E+02 -0.18746230E+00 -0.14917775E+02 -0.15919826E+03  0.97419955E+01  0.35941159E+00  0.17646905E+02 -0.17388037E+04  0.94732565E+01  0.29979840E+00  0.14617245E+02 -0.24859179E+04  0.10169144E+02  0.65832473E-02 -0.79995868E+02  0.15785332E+04  0.13968089E+02  0.17741151E+00  0.24650628E+03 -0.11400046E+05  			
  0.13532180E+02  0.10399412E+01  0.17284434E+02 -0.62328481E+03  0.12805763E+02 -0.63780565E+00 -0.20919409E+02  0.19031033E+03  0.97458482E+01 -0.20815956E-01 -0.47904451E+02  0.20145625E+04  0.94743991E+01 -0.51051149E+00 -0.79099656E+02  0.23210498E+04  0.10159727E+02 -0.12561163E+01 -0.20486568E+02  0.80658512E+03  0.13986623E+02  0.97212086E+00 -0.18326532E+03  0.28639022E+04  			
  0.13546741E+02  0.11790708E+01 -0.62128507E+01 -0.33753770E+03  0.12794823E+02 -0.10734099E+01 -0.13744878E+02  0.36163231E+03  0.97420196E+01 -0.27040522E+00  0.28042769E+02 -0.14788465E+04  0.94600988E+01 -0.13989262E+01  0.84018610E+01 -0.90309298E+03  0.10142308E+02 -0.13888875E+01  0.99209760E+01 -0.82895515E+03  0.13975582E+02 -0.22770912E+01 -0.75298750E+02  0.40698562E+04  			
  0.13559907E+02  0.86301936E+00 -0.18937723E+02 -0.13978123E+03  0.12779881E+02 -0.12475363E+01 -0.11166065E+00 -0.26506688E+03  0.97401153E+01 -0.26620379E+00 -0.27708430E+02  0.13956714E+04  0.94420541E+01 -0.16155966E+01 -0.25643943E+02  0.31560441E+04  0.10124776E+02 -0.15322562E+01 -0.21329898E+02  0.25354992E+04  0.13943152E+02 -0.22414974E+01  0.78131217E+02  0.56455553E+04  			
  0.13567484E+02  0.32084236E+00 -0.24207351E+02  0.20370529E+03  0.12763660E+02 -0.13759157E+01 -0.10104447E+02  0.27841616E+03  0.97351641E+01 -0.30140581E+00  0.24907143E+02 -0.60268735E+03  0.94239652E+01 -0.76495161E+00  0.93336120E+02 -0.31934655E+04  0.10107184E+02 -0.86716501E+00  0.74256171E+02 -0.34702199E+03  0.13938526E+02  0.23966855E+01  0.29096364E+03 -0.16877944E+05  			
  0.13568097E+02 -0.19105119E+00 -0.16527842E+02  0.34520339E+03  0.12745327E+02 -0.14979710E+01  0.39159566E+00 -0.12937675E+03  0.97341137E+01  0.39061275E-01  0.21863651E+01 -0.23345741E+03  0.94227545E+01  0.67965325E-01 -0.27054698E+02  0.30397740E+04  0.10107325E+02  0.83469762E+00  0.61173750E+02 -0.24888796E+04  0.13981098E+02  0.17136248E+01 -0.34531988E+03  0.97792649E+04  			
  0.13563771E+02 -0.44290418E+00 -0.35139808E+01  0.74486836E+03  0.12726308E+02 -0.15494202E+01 -0.44857930E+01  0.65346422E+02  0.97344866E+01 -0.16587730E-01 -0.66147721E+01 -0.71628921E+02  0.94253684E+01  0.82807228E+00  0.87542086E+02 -0.40805843E+04  0.10122535E+02  0.11930773E+01 -0.32654804E+02  0.13324805E+04  0.13967507E+02 -0.23323716E+01  0.23349729E+02 -0.31373322E+04  			
  0.13559129E+02 -0.17834544E+00  0.24566896E+02 -0.50032010E+03  0.12706259E+02 -0.16312032E+01 -0.20222908E+01 -0.53404542E+03  0.97330914E+01 -0.21676865E+00 -0.93151188E+01 -0.12651772E+03  0.94415008E+01  0.10951047E+01 -0.66292323E+02  0.37488440E+04  0.10135015E+02  0.10036232E+01  0.17578528E+02 -0.79314378E+02  0.13935659E+02 -0.32318119E+01 -0.94924912E+02 -0.48057272E+03  			
  0.13559774E+02  0.20206585E+00  0.57052719E+01 -0.37799757E+03  0.12684381E+02 -0.19350282E+01 -0.22155329E+02  0.24651898E+03  0.97286454E+01 -0.51081976E+00 -0.14084725E+02  0.28677895E+03  0.94522330E+01  0.12049781E+01  0.75035769E+02 -0.44034168E+04  0.10150246E+02  0.14078453E+01  0.14588446E+02 -0.15223142E+04  0.13879104E+02 -0.58452022E+01 -0.11304208E+03 -0.16315568E+04  			
  0.13562465E+02  0.16638202E+00 -0.85449010E+01 -0.84437093E+03  0.12657056E+02 -0.23750662E+01 -0.12861783E+02 -0.32071204E+03  0.97205711E+01 -0.72894856E+00 -0.32734129E+01 -0.31147845E+03  0.94704863E+01  0.10047534E+01 -0.90969139E+02  0.22421307E+04  0.10167220E+02  0.10533103E+01 -0.42801449E+02  0.10047258E+04  0.13784562E+02 -0.94591950E+01 -0.17455032E+03  0.48956035E+04  			
  0.13561530E+02 -0.44838793E+00 -0.40376936E+02  0.21996820E+02  0.12624542E+02 -0.28502525E+01 -0.24952342E+02  0.18983028E+03  0.97102759E+01 -0.95877853E+00 -0.15015874E+02  0.11490415E+04  0.94731964E+01 -0.21936116E+00 -0.64428020E+01 -0.11205220E+04  0.10175691E+02  0.45357236E+00 -0.49241761E+01  0.52979597E+03  0.13647845E+02 -0.11526875E+02  0.10009587E+02  0.44742929E+04  			
  0.13549563E+02 -0.14527502E+01 -0.39547675E+02 -0.12901638E+04  0.12585161E+02 -0.33874429E+01 -0.17795909E+02 -0.23254012E+03  0.96981365E+01 -0.79182049E+00  0.28301972E+02  0.11953103E+03  0.94671989E+01 -0.91212369E+00 -0.48685487E+02  0.18055962E+04  0.10181665E+02  0.58080041E+00  0.15048662E+02 -0.54602761E+03  0.13513454E+02 -0.91556504E+01  0.17868646E+03 -0.38586752E+04  			
  0.13522502E+02 -0.30578953E+01 -0.88185708E+02  0.14354783E+04  0.12539322E+02 -0.39448667E+01 -0.26562465E+02  0.53224096E+03  0.96928926E+01 -0.23887577E-01  0.32808186E+02  0.72242442E+03  0.94516317E+01 -0.12803384E+01  0.19383889E+02 -0.25259606E+04  0.10190256E+02  0.70033886E+00 -0.55360944E+01 -0.45890238E+03  0.13418960E+02 -0.64927825E+01  0.33217826E+02  0.17418531E+04  			
  0.13472998E+02 -0.45941989E+01 -0.34069448E+02  0.63330481E+03  0.12486611E+02 -0.43603099E+01 -0.64974531E+01 -0.13473625E+03  0.96992069E+01  0.11429142E+01  0.60042946E+02 -0.27243687E+04  0.94335909E+01 -0.19898193E+01 -0.75842585E+02  0.38071553E+04  0.10197272E+02  0.34380074E+00 -0.22836307E+02  0.10623918E+04  0.13346072E+02 -0.48327402E+01  0.98884142E+02 -0.53835766E+04  			
  0.13411143E+02 -0.51504351E+01 -0.10194418E+02  0.12820200E+04  0.12430524E+02 -0.45874388E+01 -0.11576890E+02  0.43298391E+03  0.97176445E+01  0.13613128E+01 -0.42663337E+02  0.17181424E+04  0.94041645E+01 -0.20923457E+01  0.67683794E+02 -0.28699395E+04  0.10200094E+02  0.27316033E+00  0.17214922E+02 -0.16107787E+04  0.13290274E+02 -0.48979317E+01 -0.10407192E+03  0.68969818E+04  			
  0.13347355E+02 -0.47993033E+01  0.38136599E+02 -0.17530021E+03  0.12371907E+02 -0.46732755E+01  0.47462193E+01  0.69534732E+02  0.97314236E+01  0.11030207E+01  0.22109106E+02 -0.13056615E+04  0.93828644E+01 -0.17508745E+01 -0.40510379E+02  0.10359704E+04  0.10203049E+02 -0.57273434E-01 -0.43510005E+02  0.28392058E+04  0.13225977E+02 -0.42461611E+01  0.15593818E+03 -0.93351428E+04  			
  0.13292719E+02 -0.39238729E+01  0.31527937E+02  0.15505802E+04  0.12314069E+02 -0.45210485E+01  0.73676170E+01  0.33538417E+03  0.97461850E+01  0.10401377E+01 -0.27113175E+02 -0.89567441E+03  0.93565209E+01 -0.22782297E+01 -0.14552147E+01  0.67967240E+03  0.10201092E+02  0.19424915E+00  0.63525535E+02 -0.28366740E+04  0.13178718E+02 -0.47494475E+01 -0.19598843E+03  0.69497093E+04  			
  0.13251466E+02 -0.23969159E+01  0.89983435E+02 -0.14207736E+04  0.12259085E+02 -0.41769949E+01  0.20011303E+02 -0.45359553E+02  0.97531968E+01 -0.65608445E-01 -0.60879306E+02  0.61343866E+03  0.93290107E+01 -0.19928146E+01  0.24167832E+02  0.11303862E+04  0.10207936E+02  0.44697118E+00 -0.43414556E+02  0.27355392E+04  0.13101876E+02 -0.63828116E+01  0.66009447E+02 -0.47823325E+04  			
  0.13232736E+02 -0.80846418E+00  0.36421532E+02 -0.72020761E+03  0.12209665E+02 -0.36955447E+01  0.18301288E+02  0.16158975E+01  0.97439760E+01 -0.13050613E+01 -0.37753213E+02  0.20642886E+04  0.93100279E+01 -0.84990033E+00  0.66782391E+02 -0.44213879E+04  0.10212125E+02  0.65178152E+00  0.59712845E+02 -0.31315442E+04  0.13022601E+02 -0.69894003E+01 -0.11428025E+03  0.65551506E+04  			
  0.13226899E+02 -0.23428311E+00  0.92703443E+01 -0.11450811E+04  0.12166119E+02 -0.32348176E+01  0.18362206E+02 -0.31667399E+03  0.97257107E+01 -0.12759648E+01  0.40068638E+02 -0.59147021E+03  0.93011197E+01 -0.12660686E+01 -0.99900009E+02  0.45183143E+04  0.10223531E+02  0.66898806E+00 -0.58343593E+02  0.43904190E+04  0.12929731E+02 -0.67561324E+01  0.13284312E+03 -0.25041700E+04  			
  0.13223146E+02 -0.54376586E+00 -0.33898198E+02 -0.25928894E+03  0.12127740E+02 -0.29233465E+01  0.64238772E+01  0.40788063E+02  0.97148302E+01 -0.54913374E+00  0.17770736E+02 -0.14116085E+04  0.92784004E+01 -0.16363189E+01  0.70436431E+02 -0.24069697E+04  0.10231437E+02  0.12825752E+01  0.10717131E+03 -0.63489964E+04  0.12860840E+02 -0.46037487E+01  0.38438129E+02  0.19725803E+04  			
  0.13210445E+02 -0.15185563E+01 -0.43673161E+02 -0.11067851E+04  0.12092100E+02 -0.27425739E+01  0.79615510E+01 -0.18386566E+03  0.97079346E+01 -0.77124328E+00 -0.35445651E+02  0.16942858E+04  0.92641843E+01 -0.10063385E+01 -0.20304191E+02  0.11578894E+04  0.10251879E+02  0.96830388E+00 -0.13218023E+03  0.59928379E+04  0.12812972E+02 -0.27032010E+01  0.11280265E+03 -0.48810801E+04  			
  0.13182270E+02 -0.31405122E+01 -0.85397979E+02  0.11654751E+03  0.12058528E+02 -0.26295830E+01  0.10299787E+01 -0.30536590E+03  0.96960076E+01 -0.85943698E+00  0.28427420E+02  0.14481138E+02  0.92506297E+01 -0.96809880E+00  0.23347211E+02 -0.36125227E+04  0.10255066E+02  0.48530561E+00  0.93744446E+02 -0.26500320E+04  0.12787129E+02 -0.21805289E+01 -0.71209734E+02  0.22097049E+04  			
  0.13129551E+02 -0.52315842E+01 -0.81004241E+02  0.83050177E+03  0.12025040E+02 -0.27483611E+01 -0.10482045E+02  0.13457074E+03  0.96897255E+01 -0.13811767E+00  0.28973346E+02 -0.19037316E+04  0.92349824E+01 -0.20927196E+01 -0.11284169E+03  0.53322834E+04  0.10270710E+02  0.15859317E+01 -0.61594074E+01  0.46166756E+03  0.12752868E+02 -0.29233969E+01  0.12094179E+02  0.42001666E+04  			
  0.13052665E+02 -0.68740001E+01 -0.49695061E+02  0.92121785E+03  0.11989115E+02 -0.29480520E+01 -0.54088471E+01  0.22770763E+03  0.96887873E+01 -0.31181384E+00 -0.42795647E+02  0.45470149E+03  0.92014466E+01 -0.24026193E+01  0.88180664E+02 -0.35685636E+04  0.10290583E+02  0.16498398E+01  0.11245050E+02 -0.18331086E+04  0.12726376E+02 -0.62964574E+00  0.17043673E+03 -0.11185812E+05  			
  0.12960264E+02 -0.76865545E+01 -0.14965965E+02  0.52523492E+03  0.11951666E+02 -0.29761167E+01  0.31755286E+01 -0.31405854E+03  0.96790133E+01 -0.11719750E+01 -0.25653804E+02  0.18829782E+04  0.91780979E+01 -0.18769724E+01 -0.46351018E+02  0.11921623E+04  0.10309453E+02  0.10640399E+01 -0.57861520E+02  0.36100290E+04  0.12723181E+02 -0.16452816E+01 -0.25125846E+03  0.96852673E+04  			
  0.12862351E+02 -0.78138649E+01  0.48349252E+01  0.88103077E+03  0.11914146E+02 -0.30450894E+01 -0.86641996E+01  0.24445464E+02  0.96639713E+01 -0.92468142E+00  0.45332805E+02 -0.74389703E+03  0.91495574E+01 -0.24771244E+01 -0.14075582E+01 -0.11313958E+04  0.10320851E+02  0.13200402E+01  0.78233371E+02 -0.36207850E+04  0.12682048E+02 -0.33717870E+01  0.11386752E+03 -0.41563302E+04  			
  0.12766671E+02 -0.72749696E+01  0.38049004E+02  0.10781223E+04  0.11874560E+02 -0.32512636E+01 -0.77426273E+01  0.40820364E+03  0.96580339E+01 -0.13775828E+00  0.17288547E+02 -0.15014345E+04  0.91159615E+01 -0.30484888E+01 -0.44060175E+02  0.37051531E+04  0.10342608E+02  0.15709448E+01 -0.58267011E+02 -0.10809083E+04  0.12649410E+02 -0.24790081E+01 -0.42822436E+02  0.49217898E+04  			
  0.12683399E+02 -0.58079430E+01  0.78693257E+02 -0.69434783E+03  0.11833291E+02 -0.32524743E+01  0.76462879E+01 -0.99621224E+02  0.96560534E+01 -0.41454085E+00 -0.39314203E+02  0.17655950E+04  0.90780479E+01 -0.24005587E+01  0.95620809E+02 -0.25715948E+04  0.10351003E+02 -0.40553554E+00 -0.99016296E+02  0.36432340E+04  0.12621263E+02 -0.12235995E+01  0.14272467E+03 -0.11771081E+05  			
  0.12621463E+02 -0.41591068E+01  0.52516960E+02 -0.28060906E+03  0.11793429E+02 -0.31074968E+01  0.38906561E+01 -0.74367828E+02  0.96481395E+01 -0.56617976E+00  0.27247162E+02  0.15443748E+03  0.90578784E+01 -0.12156156E+01 -0.13260345E+01  0.10315066E+04  0.10337501E+02 -0.11681371E+01  0.38330396E+02 -0.14592176E+04  0.12605066E+02 -0.32129812E+01 -0.30103464E+03  0.14302820E+05  			
  0.12576935E+02 -0.29721476E+01  0.41938247E+02 -0.49958162E+02  0.11754846E+02 -0.30449450E+01  0.10870550E+01  0.21324671E+03  0.96456339E+01  0.19177949E+00  0.33069318E+02 -0.91459856E+03  0.90444400E+01 -0.76027549E+00  0.37560850E+02  0.61333289E+03  0.10325979E+02 -0.89608036E+00 -0.16680812E+02  0.76378812E+02  0.12545536E+02 -0.40029740E+01  0.23816901E+03 -0.13467189E+05  			
