<BondForcePoints> 			
  0.68343451E+08  0.56565474E+09  0.22644732E+10  0.58094950E+10  0.62034847E+08  0.50970045E+09  0.20250933E+10  0.51551050E+10 	 0.19941417E+03  0.23023471E+03  0.24115337E+02  0.33226504E+04			
  0.69483865E+08  0.57478235E+09  0.22993302E+10  0.57088045E+10  0.63062390E+08  0.51786268E+09  0.20560240E+10  0.50662490E+10 	 0.19987476E+03  0.23037105E+03  0.44050980E+02 -0.25809402E+04			
  0.70642672E+08  0.58404817E+09  0.23335830E+10  0.61462920E+10  0.64106380E+08  0.52614757E+09  0.20864215E+10  0.54516790E+10 	 0.20033565E+03  0.23051628E+03  0.28565540E+02  0.31901260E+04			
  0.71820152E+08  0.59345626E+09  0.23704607E+10  0.63807754E+10  0.65167064E+08  0.53455868E+09  0.21191315E+10  0.56582056E+10 	 0.20079681E+03  0.23066882E+03  0.47706051E+02 -0.40882717E+04			
  0.73016598E+08  0.60301467E+09  0.24087454E+10  0.62970603E+10  0.66244703E+08  0.54310310E+09  0.21530808E+10  0.55843124E+10 	 0.20125833E+03  0.23081059E+03  0.23175274E+02  0.47868896E+04			
  0.74232312E+08  0.61272522E+09  0.24465278E+10  0.63016513E+10  0.67339566E+08  0.55178244E+09  0.21865866E+10  0.55882354E+10 	 0.20172008E+03  0.23096072E+03  0.51896244E+02 -0.70546714E+04			
  0.75467599E+08  0.62258695E+09  0.24843377E+10  0.62418244E+10  0.68451922E+08  0.56059584E+09  0.22201160E+10  0.55354140E+10 	 0.20218214E+03  0.23108365E+03  0.95687590E+01  0.13894810E+05			
  0.76722761E+08  0.63259920E+09  0.25217886E+10  0.63570755E+10  0.69582039E+08  0.56954273E+09  0.22533285E+10  0.56367882E+10 	 0.20264445E+03  0.23128867E+03  0.92936539E+02 -0.17640648E+05			
  0.77998097E+08  0.64276264E+09  0.25599311E+10  0.69337457E+10  0.70730183E+08  0.57862369E+09  0.22871493E+10  0.61445363E+10 	 0.20310728E+03  0.23144872E+03 -0.12912285E+02  0.12070444E+05			
  0.79293917E+08  0.65308557E+09  0.26015335E+10  0.68413449E+10  0.71896628E+08  0.58784602E+09  0.23240165E+10  0.60630301E+10 	 0.20357022E+03  0.23154192E+03  0.59509449E+02 -0.73844160E+04			
  0.80610549E+08  0.66357380E+09  0.26425816E+10  0.68317553E+10  0.73081664E+08  0.59721484E+09  0.23603947E+10  0.60544611E+10 	 0.20403348E+03  0.23169133E+03  0.15203525E+02  0.79340425E+04			
  0.81948322E+08  0.67422611E+09  0.26835721E+10  0.68273172E+10  0.74285584E+08  0.60672907E+09  0.23967214E+10  0.60504125E+10 	 0.20449698E+03  0.23184735E+03  0.62807167E+02 -0.90963857E+04			
  0.83307563E+08  0.68504233E+09  0.27245360E+10  0.67200108E+10  0.75508677E+08  0.61638856E+09  0.24330239E+10  0.59558309E+10 	 0.20496085E+03  0.23198943E+03  0.82295532E+01  0.97308945E+04			
  0.84688600E+08  0.69602111E+09  0.27648561E+10  0.73192771E+10  0.76751234E+08  0.62619213E+09  0.24687589E+10  0.64831246E+10 	 0.20542496E+03  0.23213913E+03  0.66617645E+02 -0.11465668E+05			
  0.86091760E+08  0.70716837E+09  0.28087718E+10  0.74841201E+10  0.78013545E+08  0.63614496E+09  0.25076576E+10  0.66280696E+10 	 0.20588940E+03  0.23226801E+03 -0.21754711E+01  0.11691207E+05			
  0.87517392E+08  0.71849326E+09  0.28536765E+10  0.74079225E+10  0.79295919E+08  0.64625513E+09  0.25474261E+10  0.65608711E+10 	 0.20635402E+03  0.23239960E+03  0.67970871E+02 -0.85955947E+04			
  0.88965852E+08  0.72999686E+09  0.28981240E+10  0.74125979E+10  0.80598672E+08  0.65652356E+09  0.25867913E+10  0.65648402E+10 	 0.20681902E+03  0.23256834E+03  0.16397961E+02  0.36171978E+04			
  0.90437498E+08  0.74167831E+09  0.29425996E+10  0.73246523E+10  0.81922118E+08  0.66694951E+09  0.26261803E+10  0.64873353E+10 	 0.20728424E+03  0.23267734E+03  0.38100868E+02  0.21021580E+04			
  0.91932683E+08  0.75353661E+09  0.29865475E+10  0.75451647E+10  0.83266574E+08  0.67753208E+09  0.26651043E+10  0.66811393E+10 	 0.20774979E+03  0.23285497E+03  0.50714409E+02 -0.31799463E+04			
  0.93451763E+08  0.76557334E+09  0.30318185E+10  0.81657892E+10  0.84632352E+08  0.68827267E+09  0.27051912E+10  0.72268641E+10 	 0.20821567E+03  0.23301967E+03  0.31634975E+02 -0.23895637E+04			
  0.94995102E+08  0.77779860E+09  0.30808133E+10  0.80417015E+10  0.86019776E+08  0.69918016E+09  0.27485524E+10  0.71175730E+10 	 0.20868181E+03  0.23311754E+03  0.17297775E+02  0.10830801E+05			
  0.96563087E+08  0.79021836E+09  0.31290635E+10  0.80358161E+10  0.87429187E+08  0.71025978E+09  0.27912578E+10  0.71122527E+10 	 0.20914819E+03  0.23331670E+03  0.82281754E+02 -0.17709508E+05			
  0.98156104E+08  0.80283104E+09  0.31772784E+10  0.80263327E+10  0.88860929E+08  0.72151015E+09  0.28339313E+10  0.71037510E+10 	 0.20961504E+03  0.23343330E+03 -0.23980255E+02  0.15470946E+05			
  0.99774540E+08  0.81563647E+09  0.32254364E+10  0.79136696E+10  0.90315342E+08  0.73293112E+09  0.28765538E+10  0.70045621E+10 	 0.21008192E+03  0.23352303E+03  0.68844231E+02 -0.37818267E+04			
  0.10141878E+09  0.82863318E+09  0.32729184E+10  0.86549934E+10  0.91792766E+08  0.74452139E+09  0.29185812E+10  0.76560107E+10 	 0.21054921E+03  0.23375302E+03  0.46153561E+02 -0.98806318E+04			
  0.10308920E+09  0.84182871E+09  0.33248483E+10  0.87915635E+10  0.93293545E+08  0.75628759E+09  0.29645172E+10  0.77758924E+10 	 0.21101682E+03  0.23381906E+03 -0.13129463E+02  0.14693387E+05			
  0.10478623E+09  0.85523360E+09  0.33775977E+10  0.87155084E+10  0.94818040E+08  0.76823897E+09  0.30111726E+10  0.77088854E+10 	 0.21148451E+03  0.23394286E+03  0.75029724E+02 -0.66035381E+04			
  0.10651028E+09  0.86884858E+09  0.34298908E+10  0.87192926E+10  0.96366624E+08  0.78037617E+09  0.30574259E+10  0.77120411E+10 	 0.21195267E+03  0.23416374E+03  0.35406639E+02 -0.22813826E+04			
  0.10826177E+09  0.88267277E+09  0.34822065E+10  0.86111541E+10  0.97939668E+08  0.79269842E+09  0.31036982E+10  0.76168757E+10 	 0.21242111E+03  0.23427800E+03  0.21718521E+02  0.46107827E+04			
  0.11004111E+09  0.89670493E+09  0.35338734E+10  0.88988343E+10  0.99537541E+08  0.80520461E+09  0.31493994E+10  0.78694029E+10 	 0.21288979E+03  0.23442020E+03  0.49382866E+02 -0.47173633E+04			
  0.11184873E+09  0.91094721E+09  0.35872665E+10  0.96073733E+10  0.10116061E+09  0.81789664E+09  0.31966158E+10  0.84916157E+10 	 0.21335878E+03  0.23456111E+03  0.21079048E+02  0.50370801E+04			
  0.11368505E+09  0.92541157E+09  0.36449107E+10  0.94591232E+10  0.10280926E+09  0.83078500E+09  0.32475655E+10  0.83612186E+10 	 0.21382805E+03  0.23470589E+03  0.51302940E+02 -0.65287251E+04			
  0.11555052E+09  0.94010472E+09  0.37016654E+10  0.94531012E+10  0.10448389E+09  0.84387560E+09  0.32977328E+10  0.83557619E+10 	 0.21429761E+03  0.23483275E+03  0.12131095E+02  0.80435928E+04			
  0.11744562E+09  0.95502482E+09  0.37583840E+10  0.94427814E+10  0.10618489E+09  0.85716680E+09  0.33478674E+10  0.83465099E+10 	 0.21476738E+03  0.23497780E+03  0.60392036E+02 -0.65716758E+04			
  0.11937078E+09  0.97017167E+09  0.38150407E+10  0.93081486E+10  0.10791269E+09  0.87065843E+09  0.33979465E+10  0.82281386E+10 	 0.21523752E+03  0.23514050E+03  0.20962486E+02 -0.83086438E+03			
  0.12132645E+09  0.98554353E+09  0.38708896E+10  0.10174530E+11  0.10966766E+09  0.88434895E+09  0.34473153E+10  0.89884906E+10 	 0.21570787E+03  0.23521439E+03  0.15977364E+02  0.10202439E+05			
  0.12331311E+09  0.10011492E+10  0.39319368E+10  0.10344700E+11  0.11145022E+09  0.89824608E+09  0.35012462E+10  0.91376845E+10 	 0.21617847E+03  0.23540074E+03  0.77194862E+02 -0.11985150E+05			
  0.12533121E+09  0.10170011E+10  0.39940050E+10  0.10254207E+11  0.11326079E+09  0.91236071E+09  0.35560724E+10  0.90580651E+10 	 0.21664948E+03  0.23556569E+03  0.52848859E+01  0.75260674E+04			
  0.12738127E+09  0.10331001E+10  0.40555302E+10  0.10256439E+11  0.11509981E+09  0.92669370E+09  0.36104207E+10  0.90598280E+10 	 0.21712068E+03  0.23567714E+03  0.50440712E+02 -0.66747334E+04			
  0.12946378E+09  0.10494453E+10  0.41170689E+10  0.10141413E+11  0.11696771E+09  0.94124410E+09  0.36647797E+10  0.89587158E+10 	 0.21759218E+03  0.23579881E+03  0.10392827E+02  0.58210796E+04			
  0.13157922E+09  0.10660353E+10  0.41779174E+10  0.10424734E+11  0.11886493E+09  0.95601072E+09  0.37185320E+10  0.92070610E+10 	 0.21806386E+03  0.23591023E+03  0.45318855E+02  0.85309430E+03			
  0.13372808E+09  0.10828721E+10  0.42404658E+10  0.11299481E+11  0.12079190E+09  0.97099534E+09  0.37737744E+10  0.99742410E+10 	 0.21853589E+03  0.23610176E+03  0.50437660E+02 -0.79214219E+04			
  0.13591088E+09  0.10999695E+10  0.43082627E+10  0.11131921E+11  0.12274906E+09  0.98621012E+09  0.38336198E+10  0.98270458E+10 	 0.21900822E+03  0.23620845E+03  0.29097409E+01  0.13964970E+05			
  0.13812814E+09  0.11173362E+10  0.43750542E+10  0.11122166E+11  0.12473690E+09  0.10016625E+10  0.38925821E+10  0.98182943E+10 	 0.21948076E+03  0.23638766E+03  0.86698486E+02 -0.17416283E+05			
  0.14038040E+09  0.11349698E+10  0.44417872E+10  0.11116303E+11  0.12675587E+09  0.10173507E+10  0.39514919E+10  0.98129307E+10 	 0.21995374E+03  0.23652547E+03 -0.17797873E+02  0.12115215E+05			
  0.14266820E+09  0.11528704E+10  0.45084850E+10  0.10937896E+11  0.12880646E+09  0.10332744E+10  0.40103694E+10  0.96563070E+10 	 0.22042683E+03  0.23659967E+03  0.54896812E+02 -0.30170681E+04			
  0.14499206E+09  0.11710356E+10  0.45741124E+10  0.11888564E+11  0.13088912E+09  0.10494318E+10  0.40683073E+10  0.10489529E+11 	 0.22090022E+03  0.23678305E+03  0.36794636E+02  0.21505732E+04			
  0.14735252E+09  0.11894747E+10  0.46454438E+10  0.12192353E+11  0.13300434E+09  0.10658309E+10  0.41312445E+10  0.10755639E+11 	 0.22137395E+03  0.23695602E+03  0.49697906E+02 -0.94000205E+04			
  0.14975015E+09  0.12082028E+10  0.47185979E+10  0.12064929E+11  0.13515262E+09  0.10824849E+10  0.41957783E+10  0.10643715E+11 	 0.22184798E+03  0.23704202E+03 -0.67014899E+01  0.12560737E+05			
  0.15218553E+09  0.12272220E+10  0.47909874E+10  0.12064310E+11  0.13733446E+09  0.10993957E+10  0.42596406E+10  0.10642951E+11 	 0.22232213E+03  0.23716594E+03  0.68661964E+02 -0.43254238E+04			
  0.15465923E+09  0.12465307E+10  0.48633733E+10  0.11965506E+11  0.13955037E+09  0.11165620E+10  0.43234983E+10  0.10556148E+11 	 0.22279672E+03  0.23738869E+03  0.42708210E+02 -0.91664961E+04			
  0.15717184E+09  0.12661278E+10  0.49351663E+10  0.12139422E+11  0.14180087E+09  0.11339827E+10  0.43868352E+10  0.10708285E+11 	 0.22327159E+03  0.23744952E+03 -0.12290060E+02  0.12660711E+05			
  0.15972394E+09  0.12860141E+10  0.50080029E+10  0.13270699E+11  0.14408647E+09  0.11516585E+10  0.44510849E+10  0.11699180E+11 	 0.22374654E+03  0.23755229E+03  0.63673225E+02 -0.33245815E+04			
  0.16231610E+09  0.13062054E+10  0.50876271E+10  0.13110291E+11  0.14640769E+09  0.11696033E+10  0.45212800E+10  0.11558410E+11 	 0.22422186E+03  0.23776709E+03  0.43725994E+02 -0.67254380E+04			
  0.16494897E+09  0.13267132E+10  0.51662888E+10  0.13088769E+11  0.14876507E+09  0.11878271E+10  0.45906304E+10  0.11539330E+11 	 0.22469754E+03  0.23786128E+03  0.33714814E+01  0.87052617E+04			
  0.16762317E+09  0.13475354E+10  0.52448214E+10  0.13088075E+11  0.15115918E+09  0.12063281E+10  0.46598664E+10  0.11538464E+11 	 0.22517334E+03  0.23797923E+03  0.55602379E+02 -0.49350815E+04			
  0.17033932E+09  0.13686717E+10  0.53233499E+10  0.12866138E+11  0.15359057E+09  0.12251060E+10  0.47290972E+10  0.11343897E+11 	 0.22564948E+03  0.23814241E+03  0.25992271E+02  0.34054727E+04			
  0.17309806E+09  0.13901195E+10  0.54005467E+10  0.13788813E+11  0.15605979E+09  0.12441585E+10  0.47971606E+10  0.12151485E+11 	 0.22612589E+03  0.23828725E+03  0.46424843E+02 -0.10572189E+04			
  0.17590001E+09  0.14118872E+10  0.54832796E+10  0.14389309E+11  0.15856739E+09  0.12634930E+10  0.48700695E+10  0.12676994E+11 	 0.22660263E+03  0.23846027E+03  0.40081612E+02 -0.65433823E+04			
  0.17874584E+09  0.14339930E+10  0.55696154E+10  0.14196423E+11  0.16111396E+09  0.12831254E+10  0.49461315E+10  0.12507863E+11 	 0.22707968E+03  0.23854207E+03  0.81948233E+00  0.95396787E+04			
  0.18163621E+09  0.14564418E+10  0.56547940E+10  0.14191849E+11  0.16370009E+09  0.13030600E+10  0.50211786E+10  0.12503610E+11 	 0.22755684E+03  0.23865982E+03  0.58056816E+02 -0.46477383E+04			
  0.18457183E+09  0.14792313E+10  0.57399451E+10  0.14136866E+11  0.16632640E+09  0.13232948E+10  0.50962003E+10  0.12455221E+11 	 0.22803435E+03  0.23883627E+03  0.30170746E+02 -0.23892996E+04			
  0.18755336E+09  0.15023607E+10  0.58247663E+10  0.14096233E+11  0.16899347E+09  0.13438290E+10  0.51709316E+10  0.12419398E+11 	 0.22851212E+03  0.23892828E+03  0.15835133E+02  0.65715327E+04			
  0.19058150E+09  0.15258289E+10  0.59093437E+10  0.15510180E+11  0.17170191E+09  0.13646618E+10  0.52454480E+10  0.13656289E+11 	 0.22899008E+03  0.23907048E+03  0.55263824E+02 -0.45721787E+04			
  0.19365692E+09  0.15496524E+10  0.60024047E+10  0.15465189E+11  0.17445233E+09  0.13858074E+10  0.53273857E+10  0.13616651E+11 	 0.22946843E+03  0.23923668E+03  0.27829468E+02 -0.21367932E+04			
  0.19678036E+09  0.15738476E+10  0.60951959E+10  0.15405155E+11  0.17724536E+09  0.14072804E+10  0.54090856E+10  0.13563861E+11 	 0.22994699E+03  0.23932234E+03  0.15008873E+02  0.57429126E+04			
  0.19995255E+09  0.15984133E+10  0.61876268E+10  0.15402550E+11  0.18008167E+09  0.14290795E+10  0.54904688E+10  0.13561287E+11 	 0.23042574E+03  0.23945129E+03  0.49465908E+02 -0.17608835E+04			
  0.20317426E+09  0.16233486E+10  0.62800421E+10  0.15186376E+11  0.18296190E+09  0.14512041E+10  0.55718365E+10  0.13371970E+11 	 0.23090482E+03  0.23962802E+03  0.38900742E+02 -0.36374442E+03			
  0.20644619E+09  0.16486510E+10  0.63711604E+10  0.15863600E+11  0.18588670E+09  0.14736519E+10  0.56520684E+10  0.13963841E+11 	 0.23138425E+03  0.23977927E+03  0.36718174E+02 -0.29945183E+04			
  0.20976911E+09  0.16743260E+10  0.64663420E+10  0.16975638E+11  0.18885672E+09  0.14964278E+10  0.57358514E+10  0.14935915E+11 	 0.23186392E+03  0.23989021E+03  0.18751297E+02  0.30501152E+04			
  0.21314376E+09  0.17003951E+10  0.65681958E+10  0.16711030E+11  0.19187264E+09  0.15195504E+10  0.58254669E+10  0.14704249E+11 	 0.23234380E+03  0.24000182E+03  0.37051750E+02  0.33486081E+03			
  0.21657096E+09  0.17268684E+10  0.66684620E+10  0.16702794E+11  0.19493516E+09  0.15430287E+10  0.59136924E+10  0.14696765E+11 	 0.23282394E+03  0.24015404E+03  0.39060890E+02 -0.43933755E+04			
  0.22005150E+09  0.17537427E+10  0.67686787E+10  0.16690464E+11  0.19804499E+09  0.15668598E+10  0.60018730E+10  0.14685664E+11 	 0.23330437E+03  0.24025755E+03  0.12700977E+02  0.98402021E+04			
  0.22358620E+09  0.17810177E+10  0.68688215E+10  0.16439317E+11  0.20120283E+09  0.15910436E+10  0.60899870E+10  0.14465890E+11 	 0.23378503E+03  0.24042645E+03  0.71744949E+02 -0.14454396E+05			
  0.22717584E+09  0.18086902E+10  0.69674574E+10  0.17926994E+11  0.20440940E+09  0.16155771E+10  0.61767823E+10  0.15765548E+11 	 0.23426605E+03  0.24053999E+03 -0.14980312E+02  0.15785290E+05			
  0.23082123E+09  0.18367752E+10  0.70750194E+10  0.18295954E+11  0.20766538E+09  0.16404734E+10  0.62713756E+10  0.16087641E+11 	 0.23474719E+03  0.24066948E+03  0.79730209E+02 -0.14353605E+05			
  0.23452323E+09  0.18652948E+10  0.71847951E+10  0.18127940E+11  0.21097155E+09  0.16657520E+10  0.63679014E+10  0.15940514E+11 	 0.23522873E+03  0.24081616E+03 -0.63903103E+01  0.11110766E+05			
  0.23828270E+09  0.18942515E+10  0.72935628E+10  0.18117459E+11  0.21432865E+09  0.16914149E+10  0.64635445E+10  0.15931034E+11 	 0.23571042E+03  0.24092393E+03  0.60273422E+02 -0.88837451E+04			
  0.24210052E+09  0.19236432E+10  0.74022675E+10  0.17993618E+11  0.21773746E+09  0.17174602E+10  0.65591307E+10  0.15822542E+11 	 0.23619246E+03  0.24105841E+03  0.69684639E+01  0.68101338E+04			
  0.24597756E+09  0.19534682E+10  0.75102292E+10  0.18170854E+11  0.22119874E+09  0.17438866E+10  0.66540660E+10  0.15976975E+11 	 0.23667465E+03  0.24116801E+03  0.47828743E+02 -0.28674529E+04			
  0.24991469E+09  0.19837272E+10  0.76192543E+10  0.19912571E+11  0.22471326E+09  0.17706946E+10  0.67499278E+10  0.17497603E+11 	 0.23715715E+03  0.24132492E+03  0.30624247E+02  0.27484636E+04			
  0.25391278E+09  0.20144431E+10  0.77387298E+10  0.19705166E+11  0.22828179E+09  0.17979043E+10  0.68549135E+10  0.17316144E+11 	 0.23763994E+03  0.24148039E+03  0.47114815E+02 -0.79132354E+04			
  0.25797278E+09  0.20456345E+10  0.78569608E+10  0.19667845E+11  0.23190516E+09  0.18255317E+10  0.69588103E+10  0.17283225E+11 	 0.23812305E+03  0.24157390E+03 -0.36681587E+00  0.11100685E+05			
  0.26209563E+09  0.20772984E+10  0.79749678E+10  0.19663614E+11  0.23558419E+09  0.18535744E+10  0.70625097E+10  0.17279157E+11 	 0.23860625E+03  0.24170561E+03  0.66232468E+02 -0.10835262E+05			
  0.26628228E+09  0.21094342E+10  0.80929495E+10  0.19358295E+11  0.23931973E+09  0.18820317E+10  0.71661846E+10  0.17012342E+11 	 0.23908986E+03  0.24184052E+03  0.12178599E+01  0.10829167E+05			
  0.27053368E+09  0.21420383E+10  0.82090993E+10  0.20438154E+11  0.24311259E+09  0.19109006E+10  0.72682587E+10  0.17954353E+11 	 0.23957365E+03  0.24197536E+03  0.66195892E+02 -0.11913372E+05			
  0.27485076E+09  0.21751200E+10  0.83317282E+10  0.21659502E+11  0.24696361E+09  0.19401891E+10  0.73759848E+10  0.19019843E+11 	 0.24005774E+03  0.24209718E+03 -0.52791605E+01  0.12851719E+05			
  0.27923450E+09  0.22087068E+10  0.84616852E+10  0.21333778E+11  0.25087365E+09  0.19699213E+10  0.74901038E+10  0.18735220E+11 	 0.24054204E+03  0.24223030E+03  0.71834763E+02 -0.97994453E+04			
  0.28368593E+09  0.22428095E+10  0.85896879E+10  0.21322803E+11  0.25484360E+09  0.20001065E+10  0.76025152E+10  0.18725289E+11 	 0.24102667E+03  0.24240004E+03  0.13042351E+02  0.23632756E+04			
  0.28820607E+09  0.22774242E+10  0.87176247E+10  0.21303591E+11  0.25887437E+09  0.20307413E+10  0.77148669E+10  0.18708124E+11 	 0.24151157E+03  0.24248058E+03  0.27222668E+02  0.37456211E+04			
  0.29279596E+09  0.23125503E+10  0.88454462E+10  0.21004037E+11  0.26296686E+09  0.20618253E+10  0.78271156E+10  0.18446484E+11 	 0.24199669E+03  0.24263441E+03  0.49697445E+02 -0.82017764E+04			
  0.29745661E+09  0.23481841E+10  0.89714705E+10  0.22957792E+11  0.26712197E+09  0.20933551E+10  0.79377945E+10  0.20149991E+11 	 0.24248206E+03  0.24273479E+03  0.49035189E+00  0.88711045E+04			
  0.30218905E+09  0.23843455E+10  0.91092172E+10  0.23342543E+11  0.27134059E+09  0.21253481E+10  0.80586945E+10  0.20485144E+11 	 0.24296762E+03  0.24284322E+03  0.53719467E+02 -0.32785598E+04			
  0.30699437E+09  0.24210625E+10  0.92492725E+10  0.23150764E+11  0.27562369E+09  0.21578287E+10  0.81816054E+10  0.20317501E+11 	 0.24345346E+03  0.24301874E+03  0.34049530E+02 -0.45127324E+04			
  0.31187367E+09  0.24583374E+10  0.93881771E+10  0.23130153E+11  0.27997224E+09  0.21907989E+10  0.83035104E+10  0.20299124E+11 	 0.24393962E+03  0.24310078E+03  0.69718709E+01  0.94907812E+04			
  0.31682809E+09  0.24961677E+10  0.95269580E+10  0.22985422E+11  0.28438721E+09  0.22242565E+10  0.84253051E+10  0.20172550E+11 	 0.24442595E+03  0.24324257E+03  0.63919224E+02 -0.71217017E+04			
  0.32185871E+09  0.25345513E+10  0.96648705E+10  0.23170902E+11  0.28886958E+09  0.22581998E+10  0.85463404E+10  0.20333778E+11 	 0.24491260E+03  0.24341278E+03  0.21192112E+02  0.67149744E+03			
  0.32696666E+09  0.25734888E+10  0.98038959E+10  0.25412764E+11  0.29342033E+09  0.22926292E+10  0.86683431E+10  0.22287243E+11 	 0.24539954E+03  0.24350562E+03  0.25221285E+02  0.21517773E+04			
  0.33215306E+09  0.26130094E+10  0.99563725E+10  0.25167558E+11  0.29804044E+09  0.23275700E+10  0.88020665E+10  0.22073106E+11 	 0.24588669E+03  0.24363232E+03  0.38132553E+02 -0.10668383E+03			
  0.33741910E+09  0.26531369E+10  0.10107378E+11  0.25118503E+11  0.30273097E+09  0.23630431E+10  0.89345052E+10  0.22029941E+11 	 0.24637407E+03  0.24378357E+03  0.37492496E+02 -0.29037397E+04			
  0.34276601E+09  0.26938678E+10  0.10258089E+11  0.25106793E+11  0.30749297E+09  0.23990455E+10  0.90666848E+10  0.22019270E+11 	 0.24686179E+03  0.24389870E+03  0.20069244E+02  0.33717910E+04			
  0.34819498E+09  0.27352015E+10  0.10408730E+11  0.24751230E+11  0.31232750E+09  0.24355765E+10  0.91988004E+10  0.21709122E+11 	 0.24734966E+03  0.24401942E+03  0.40298523E+02 -0.41466216E+04			
  0.35370721E+09  0.27771334E+10  0.10557237E+11  0.25910587E+11  0.31723562E+09  0.24726322E+10  0.93290552E+10  0.22718436E+11 	 0.24783784E+03  0.24413086E+03  0.15417633E+02  0.52296807E+04			
  0.35930392E+09  0.28196733E+10  0.10712701E+11  0.27674450E+11  0.32221839E+09  0.25102211E+10  0.94653658E+10  0.24254266E+11 	 0.24832623E+03  0.24425529E+03  0.46797184E+02 -0.18594960E+04			
  0.36498633E+09  0.28628562E+10  0.10878747E+11  0.27248314E+11  0.32727688E+09  0.25483736E+10  0.96108914E+10  0.23882648E+11 	 0.24881488E+03  0.24442017E+03  0.35641014E+02 -0.66382637E+04			
